"<Consumer> got my new UN65JS8500 last Tuesday after I accidentaly broke my <Product>, well accidents happens.",Sentiment
"Anyway, Samsung's <Descriptor> <Feature> are called SUHD.",Product
<Company> claims that <Product>-bit panels can produce 64x times more accurate color and sharper resolution thanks to the Nano Crystal color display compare to current 8-bit UHD panels from other brands.,Product
The JS8500 includes the One Connect Mini as oppose to the 9000 series which include the One Connect Box with more input options and future proof of the hardware.,Product
"Also this set has a LED Edge-Lit backlight display as his more expensive brother the JS9000, only",Product
the JS9500 has a Full Arrange Local Dimming capabilities that will have superior HDR performance.,Product
However the JS8500 will do a good job handling HDR but with <Descriptor> because of the <Feature>.,Product
"And last but not least is the obvious, is not curved but Samsung was extremely wise to keep the flat version only to the US market, but all of the other great features from the 9000 series are present.",Product
Once you properly calibrate your set be ready to be amazed.,Sentiment
"I watched The Dark Knight, Pacific Rim and Transformers 4: Age of Extinction, three of my favorite Reference movies on Blu Ray.",Sentiment
The <Descriptor> <Product> is <Descriptor> and use.,Product
I considered both the JS9000 & 9500 but I'm not a fan of curved TV's.,Product
I did way to many hours of research leaning towards discounted 2014 models as I'm basically done paying extra for being an early adopter of new technology.,Sentiment
In the end I just couldn't pull the trigger on settling for what my eyes perceived to be an <Descriptor> <Feature> to the JS8500.,Product
<Consumer> needed a <Product> now and am willing to watch the price drop in the coming year.,Sentiment
If your considering this TV my recommendation is go for it!,Sentiment
I'll update this review after I get more time using this TV.,Other
I've attached a photo of a youtube 4k video taken with my samsung S5 phone.,Other
<Consumer> purchased this <Product> about 2 weeks ago and I can't say enough good things about it.,Sentiment
The <Feature> is so <Descriptor> that it makes you wonder how you lived with 1080p beforehand.,Product
But I will warn you it takes some time of working through all of its features before you get this picture.,Sentiment
Out of the box it <Feature> <Descriptor> but give yourself an hour or so and you will not believe the difference.,Product
If you have a Xbox One or PS4 you will see a drastic difference as well.,Sentiment
I play Destiny on Xbox One and it looks amazing.,Sentiment
One thing you will have to do with FPS or action games is switch over to game mode every time.,Sentiment
Without this switch you will notice a substantial lag that will make for a not so pleasant gaming experience.,Product
Once you switch over to game mode though it looks amazing.,Product
The vivid picture does change a little bit but im sure it is to account for the refresh speeds.,Product
I did an awful lot of research before buying a <Product> in this price range and through all my reading I saw that <Feature> was extremely important to future proof your investment and this TV has it.,Product
The other model I looked very closely at was the new Sony model in the same 55 inch set.,Sentiment
Both had <Descriptor> <Feature> but the <Feature> coupled with the <Descriptor> <Feature> in my opinion I chose <Product>.,Product
I know many people say there isn't much 4K content out right now and that is fairly true.,Other
But I have watched a fair number or blu rays the past two weeks and they look stunning.,Sentiment
I turned on the UHD upscale and it creates a far <Descriptor> <Feature> than my prior <Feature> <Product>.,Product
One that was particularly amazing was Lucy.,Sentiment
The <Feature> are so <Descriptor> its hard to look away.,Product
The Samsung UN65JS8500FXZA TV arrived on November 12.,Other
They were serious flashlight issues emitting from the sides and bottom of the TV screen (see attached pictures).,Product
<Feature> <Product> is an <Feature> <Descriptor> <Product>.,Product
The edge lighting was clearly visible.,Product
<Feature> seems to be a <Descriptor> problem with this model.,Sentiment
I've seen other people complain about this issue online.,Sentiment
I filed a support ticket at Samsung.com and attached the images showing the problem.,Sentiment
I also called Sumsung Support and referenced my online support ticket ID number.,Sentiment
"After speaking to several people and being disconnected once, <Company> arranged to have a local authorized repair technician come to my house and replace the <Product> <Feature> on November 17.",Product
I was on the phone for a total of two hours with Samsung and their agents to get the entire problem resolved.,Product
"Now that <Feature> has been replaced, the <Product> looks <Descriptor>.",Product
I am very pleased with the final result.,Sentiment
"However, the TV screen should have worked when purchased.",Other
I should not have to replace a brand new screen.,Other
"For that reason, I give 3 stars instead of 5.",Other
"Okay, it is now December 30, 2015.",Other
<Consumer> have owned the <Product> for 6 weeks now and it works flawlessly.,Sentiment
The <Feature> is shown when seated directly in front of the <Product>.,Product
The image becomes brighter when viewed from the sides.,Product
I attached an image showing Home Alone playing on the TV.,Other
"Also, <Feature> is <Descriptor>.",Product
I didn't even buy the TV for the 3D capability.,Sentiment
But I am so happy I did.,Sentiment
You can convert any television show or movie to 3D.,Product
"It does not work on 2D cartoons, but it does work with everything else.",Product
I am super pleased with the 3D functionality.,Product
The UN65JS8500FXZA comes with one pair of glasses.,Product
I bought additional open box Samsung 3D glasses online at BestBuy.com for $9.99.,Sentiment
Please let me know if you have any questions.,Other
I normally look to upgrade every 2-3 years and this process is usually a very simple one - checkout the offerings from Sony & Samsung and select the best option.,Sentiment
"But the plan this time was even simpler - look for a great deal on a 2014 H7150/H8000 because the benefits of 4k are largely negated on the size I needed (46-50), and there are no high-end 1080P sets for 2015 in that size.",Product
"But other advances in technology, both those that are here and those that are arriving soon (hopefully) made this process much more involved and a bit befuddling at times.",Sentiment
I'm still not all that sold on 4k but the best <Feature> are only available on <Product> so you have to take a close look at what's available in this space.,Product
"And while 10-bit panels, wider color gamuts, nano-crystals/Triluminous displays, etc. are nice features, none of them would have changed my original plan for a 2014 1080P set.",Product
What did was HDR because I believe that could be a game changer.,Sentiment
"It also narrowed the search down to <Feature>, the JS8500 or <Product>, and I don't think you can go wrong with either one.",Sentiment
The <Feature> is <Feature> and has <Descriptor> <Feature> but neither of those was a concern for me.,Product
But it also has the full OCB for better future upgradeability so that was worth considering.,Product
"But you can't upgrade the panel, so I would rather use the $500 difference in price along with the future evolution kit upgrade ($400+) and whatever you can sell the JS8500 for and put that towards a <Descriptor> <Product> when the time comes.",Sentiment
"Anyway, it's only been a few days but so far I am extremely happy with the JS8500.",Sentiment
Setup was a breeze and the picture quality ranges from great to pick-your-own-superlative.,Product
<Feature> and <Feature> is <Descriptor> and I haven't noticed any motion lag.,Product
"Netflix/Amazon look much, much better.",Product
4k streamed looks better yet although not by much.,Product
But 4k with HDR might leave you speechless (as would <Feature>) and quickly became my gf's <Descriptor> feature (evil witch!,Product
Now there are a few channels that looked better on <Consumer> <Descriptor> <Product> (Samsung F6300) but they don't look that great to begin with so be prepared for a few sources that will disappoint.,Product
The sound is more than adequate for my needs and first impressions of Tizen are very positive.,Product
I'm getting used to the remote but it is on the small side and won't be suitable for some folks.,Product
But any of these can be easily upgraded and are not rating factors for me.,Sentiment
Now I'd like to mention a few setup/installation items that might save some folks a little aggravation and maybe result in more accurate reviews.,Other
"First, I did experience one issue with this set which was some flickering/flashlighting on the bottom of the screen that was very noticeable when watching movies in letterbox format.",Sentiment
But sometimes this is caused by the screws being over-tightened during the mfg.,Other
"process, so I loosened the 4 bottom screws by about a 1/4 turn (one needed more) and the problem has not returned.",Sentiment
Something to try before returning it.,Other
"Second, if you have satellite like I do (DirecTV) you should test your signal strength to make sure you don't have any issues because this can greatly impact picture quality on any set.",Sentiment
This is easily done under the Settings menu with DTV.,Sentiment
You also want to make sure the cable/satellite box is configured to allow the TV to do ALL the upscaling/processing.,Sentiment
With DTV this means Resolutions should all be checked with Native set to ON and screen format set to original format.,Sentiment
"I would also recommend turning off all of the following on the TV, at least initially - Instant On/ECO settings/Smart Security/Anti-virus.",Sentiment
"These can cause various problems with streaming, shutoffs, etc.",Other
so try these individually after you have everything else setup/dialed in.,Other
"Lastly, this might just be my imagination or another in a long line of senior moments, but the <Feature> seemed to improve noticeably after the set had about <Product> hours on it.",Product
I know they say you shouldn't professionally calibrate it until after 100 hours so maybe this is related.,Other
