Review 11,"Received the Blaze after a direct preorder from Fitbit.__Best Fitbit I've had yet. I was wearing both an Apple Watch (for the smart functions) and a Charge HR since the Apple Watch is horrible at tracking fitness. Well now I've ditched the Apple Watch and my arm is finally free! :)__All I really wanted was text notifications, and the Blaze does that very well. Easy interface, just swipe up for notifcations, and back down to go back to the home screen. The user interface is extremely easy. Just swipe to the left for ""Today"" where you can see all your typical stats (steps, heartrate, distance, calories, flights), or keep swiping to select exercise you're about to do, FitStar, Timer, Alarms, or settings.__Screen is bright and colorful. No noticeable lag. You can also update the watch face to constantly display your steps and whatnot (I chose the display with the date).__Super easy to set up. Add device in the app, get an update, and you're off. Nothing more to it. Stats carry over (as I was wearing the Charge HR in the morning and received the Blaze in the afternoon).__Don't believe the hype over ""how big"" it is. Yes, it has a larger footprint than the Apple Watch, but it's thinner and fits your wrist better. Not to mention it is much lighter. Shirt sleeves go on easy over it, as opposed to getting snagged on bulkier smart watches.__Heart rate monitoring seems to be much better than the Charge HR (despite possibly having the same sensors, a software upgrade perhaps?).__Great device so far. Will certainly update if I run into any issues."
Review 12,"For my needs these speakers sound absolutely amazing. I am a bit of an audiophile and partially deaf. I am a contractor and decided to build my own jobsite stereo and these did just the trick. The sound out of these little guys is absolutely impressive!! Keep in mind that speakers will always sound different in different vehicles and applications, so your experience will be different than mine. I built wood boxes behind mine to give them the perfect amount of air space and added a 6.5 mid low sub to the rear. Using a high pass filter I killed the bass on these so I could obtain a clear sound at higher volumes. If you know what you are doing and you are lacking space for larger speakers, these are completely amazing and worth every penny! "
Review 13,"I have bought a lot of very expensive amps that arent built as well as this one, specially for the price. All the connections are well laid out, all the controls are easily adjusted, the body is well built and very clean looking. The manual is very well written and easily understood with a lot more info than a lot of higher priced models. I have been running this amp bridged at 2 Ohms for a week now, it has performed flawlessly without overheating even once, I have it mounted in a pretty tight area that doesnt get much air circulation, in fact I had an MTX amp mounted in the same spot and it would constantly overheat and go into protection. As far as sound quality goes it sounds very good! No noise, very clean and solid bass, I am able to play it far louder than the MTX and Rockford Fosgate it replaced, it actually sounds like it was made to listen to not just to make speakers go boom. I listen to music not Rap and it sounds very smooth no matter what I play. Drums sound like drums, bass guitars sound like guitars not like a horrible low frequency buzz. I was so happy with the quality that I bought a SSL EV4.400 four channel amp for my mids and tweets, I also bought a SSL S4EQ to control everything. If these units last a month with the punishment I give them I will be buying more SSL products. It's nice to know someone makes a quality amp that doesnt cost a fortune! I wouldnt hesitate to recomend this amp to anyone looking for a quality product at a very good price! "
Review 14,"I have been shopping around for a new amp, after my old one die on me. I am extremely picky about my sound and was a little skeptical about buying this amp. You get what you paid for. I am using it with one 15"" Kicker sub woofer, the amp is bridged to maximize the power output. Needless to say it hit hard. It sound better then my old MTX amp. It provide a deeper base and also a more lucid voice output if set to low pass filter. My only problem was the remote wire was not working at first, but that was my fault. I contact Sound Storm customer support and got a respond the same day. In order for the remote button to work. The amp have to be set to low pass filter. not high pass, nor full range.__**Update February 12 2013***_Just upgraded from one 15"" Kicker to now two twelves's inch Kickers. it sound absolutely amazing at one 1000 watts. My freind have 2000 watts amp and honestly can sat my baby 1000 watts outshine his system.__IT IS WORTH THE MONEY, I RECOMMEND IT."
Review 15,"I am a full out working mom who never stops, and normally have earbuds in my ear the majority of the day. Luckily I have a job where I'm not dealing with the public, and my boss is cool, so I'm able to have my earbuds in all around the office. That being said, my line of work includes a lot of walking around the office, getting up constantly from my desk, and having earbuds that plug into your cell phone is definitely annoying when you're filing, and they get stuck around an open drawer and are ripped out of your ears. Ow. So I did order a multitude of cheap to high dollar wireless earbuds that all sucked. I did buy one pair that was pretty decent, but my husband managed to steal those for when he's fishing so he doesn't loose his expensive pair of wireless earbuds. So I, in turn, stole his expensive wireless earbuds. And I had a love hate relationship with them. The battery did not last long, so I was constantly charging it, and I found they hurt my ears after continued use even with changed up the earbuds.__So when I came across the Bose SoundSport earbuds, I went ahead and got them hoping they would be better than my husbands. I can happily say that after a full day of use I think I might be in love with a non animate object.__When you open the package you'll find the Bose earbuds with the medium earbuds on it, and under the plastic housing the earbuds you'll find the small and large earbuds, a USB cable for charging, and an awesome round case for storage that has a great big clip on it to attach to a bag, purse, etc. As soon as I opened it, I went ahead and started charging the wireless earbuds, hoping they'll be ready for my lunch hour workout, and in less than two hours the red light turned green, and the battery was fully charged. So it has a very small amount of charge time, which is great as, again, I use them all day. The light also changes from red, which is no charge at all, to yellow, which is charging, and finally to green for a full charge. What I also love about charging these is that they have a little battery door on the right earbud on the side of it. My husbands expensive ones had the charging port under the earpiece, and I had to pull off the earbud to get to it, and it was so very easy to loose the earbud.__Once I was done charging, I downloaded the Bose app to my phone just in case I needed it, and with my Bluetooth on, pressed down on the power button for two seconds. It came up immediately on my phone, and after just a second was synced and ready to go! I did open the app to see what that was about, and from it you can change a few setting features, such as when the wireless earbuds go to sleep mode. I left it on 20 minutes, which is what it's automatically set to. Other than that the app features settings where you can name your earbuds (I choose, Hands Off Husband), change the language, take off the voice prompts, see a user manual, and manage which devices the earbuds are paired to.__After those settings are done, you are all set! I popped these in my ear testing the size and fit, and I'm a very small female, and the medium was perfect for me. The control buttons are very close to your right ear, like right underneath for ease of use, but if your hair is down I found the control kind of got lost in all my hair. I do like the fact that the back of the control area is hard plastic, and the buttons are soft silicone, and I also found the raised volume buttons to be very user friendly and easy to find. The middle portion of the control features the play, pause, and skip button. One press for starting your music, another press for pausing, and two presses for skipping. You can also answer the phone by pressing on this button to or end the call. The only issue I had there is from my cell phone in answering a call. I had to change it to the Bose earbuds as even though I pressed the central button to answer the call, it still went to my cell phones speakers. When you receive a call the earbuds also speak the number and the persons name if you have it saved, which is great.__In listening to my audio books or music, Bose definitely lives up to its name! Just wow! I listened to music with deep bass, just to see how it would sound...oh my word. It literally vibrated my ears that's how deep the bass is! Amazing! The sound is so incredible, and makes my husbands expensive one's seem like the cheapest one's on the market. And they were more expensive than these! With these in your ear, they aren't fully noise cancelling, but they do a very good job of keeping out other noise!__I also went to the gym with these on, and used the attached clip to clip it to my workout shirt, and I did a full workout, including running, and these never once moved in my ears! They stayed put with ease! They aren't uncomfortable at all, and I literally had the right earbud in my ear from 11:30 in the morning to 7 that evening, and I had no pain in my ear at all! Super comfortable! As for the battery life of that time frame...I had FIFTY percent still left in my earbuds after using them from listening to music, audio books, talking, or in sleep mode. I forgot to power them off last night, and I had forty percent left this morning!! Great freaking battery life on these!__These are by far the best wireless earbuds I've used to date! They are comfortable, easy to use, the battery life is fantastic, and the sound quality is beyond superb! My husband is currently eyeing them with keen interest, so we might have to order him a pair."
Review 16,"I bought these in store in Sony's store front in San Diego, CA. I have had Bose OTH headphones for over a decade now. 2 pairs in two different versions. They were good but listening to these and several others in the Sony line in store it's apparent that Sony has seriously upped its game._So here is my review.__Physically the headphones feel sturdy and have good mass. The ear pads are very thick, I tried on every pair of headphones in the store from the $500 Hi Res Audio all the way down and I personally thought these were more comfortable and produced a better sound. The only con as another poster said is they do not include a carry bag, all my Bose have come with carrying cases. Not worth a star reduction but I would like to have had a pouch for them.__Comparing these with my BOSE AE2, these blow my BOSE Over the Ear headphones out of the water. The sound is better, deeper, richer.__The bass response is definitely richer, I felt like with even some of the other Sony models even there was a wall or ceiling with the bass response where if you hit the right frequency it would flatten out. These never did that no matter which album I threw up against them.__For testing I spent an hour and half in the store with my iPod and several albums in FLAC format. I went through various albums, just to name some of the music I sampled on them: Maroon 5 (V), Fireflight (Now), Linkin Park - Living Things, Luke Bryan - My Kind of Party. I had a few playlists I cycled through as I tried on all the headphones in the line. I kept coming back to this pair. I walked out with these and I didnt really need a new pair, but they are just that damn good"
Review 17,"Oh, another year 2016. Another set of phones from manufacturers! I have been hooked onto get the latest phone every year syndrome and love reviewing specifics. Disclaimer, I love Android and have been using from very early days. Samsung Galaxy S7 still is evolutionary. If you have an older phone more than 2 years old, absolutely get this. So do check local specs. I played around with both S7 and S7 Edge for few days and my opinions are based on this. There are tons of reviews going into lot of details, so I am focused on few other aspects like what’s out there and how to compare specs. Overall S7 and S7 were very slick. If I have to make a choice between S7 and G5, I will slightly lean towards G5 but both are fantastic!__First Big Changes: microSD is back. And back with a vengeance 200 GB. I love it, and have been using it in my current LG as well. Unfortunately, the battery is non-removable, has not been addressed. The only flagship to feature a removable battery so far this year is the LG G5. I know many of you loyal Samsung fans says BUMMER! I was a diehard fan of Samsung till S4, then I went to LG G2/G3. I was very curious to try out S7 as they are most talked about now. Why did I love it?! Screen is a beauty on S6 – Just Gorgeous. Just go to a retail store and feel it!__The Edge feature is still gimmicky. I think it will fold into regular phones at some point. It is certainly fancy and nice to show off, but I would rather buy an Android wear watch like Motorola 360 or Samsung Gear or LG R series.__IF YOU HAVE LAST YEAR model of any phone, PLEASE DON’T upgrade. Phones are becoming so standard and power packed it makes no sense to upgrade and waste money every year."
Review 18,"The whole time I’ve had the iPhone 6, I’ve been playing a game. I hand the phone to someone, and guess what phone they use based on their immediate reaction. iPhone users are always shocked by the sheer size of the 6; they all think it must be the 6 Plus. Android users, on the other hand, are unfazed. ""This looks just like my phone,"" they all say.__They’re not wrong. The iPhone 6 is 5.44 inches tall and 2.64 inches wide, which slots it right in between last year’s Moto X (also a 4.7-inch phone) and the new HTC One. It’s almost exactly the same size as Samsung’s Galaxy S5, just a little thinner and a little lighter. And it shares more in common with the world’s many Android phones — and the original, curvy iPhone — than with the sharp, rectangular iPhone 5S.__THE IPHONE 6 IS THE BIG IPHONE FOR EVERYONE__The iPhone 5S was a stark piece of jewelry, a gorgeous object that was slightly cold and unapproachable. The iPhone 6 is far friendlier and far more usable. Mixing form and function this way is hard to do, and Apple gets it largely right.__It’s simply and cleanly designed, with a metal back that curves cleanly around the sides. There are few seams and no ugly clutter. The only real flaw is the antenna design: Apple opted to essentially outline the top and bottom of the phone’s back with small plastic stripes where wireless radios can transmit signal. It just looks bad, like someone drew on my phone with a marker. HTC’s simple, striped design on the One M8 is far better, and even Apple’s glass-strip-on-the-top-and-bottom approach for the 5S looked nicer.__In a weird way, slim and gorgeous as it is, this iPhone begs to have a case on it."
Review 19,"I started out with the Phantom 2 Vision and this is a great product. Very stable with good pictures. My initial aim was to just have an eye in the sky. As I started to get into aerial videos, I began to yearn for something more. After looking at my videos, I started to get more immersed into them and wanting to get better at video recording. This was between Feb - Apr 2015._Then the Phantom 3 happened. First, I did not like the ‘fish eye’ lens on the P2 vision as I don’t have time to do the correction afterwards. Even though there was some stability, I wanted more. I was not too hung up on the range because at 1000ft in daylight, you probably won’t see the quadcopter so you’d have to rely on the video, which cuts in and out around 700ft and sometimes drops out. I’ve decided to sell my Phantom 2 Vision and get the Phantom 3 Advanced._Welcome to the DJI Phantom 3 Advanced with improved range especially video, rectilinear lens and gimbal, added features over its predecessor at a price no one else can beat and it’s ready to fly right of the box. Let’s get into it._Physical dimensions of the quadcopter are about the same as the P2 except with the addition of the vision position sensor and gimbal [non-vision plus]. The remote controller is much improved over its predecessor. It is the Inspire 1 remote controller [form, fit and probably 90%+ function]- Contoured rubberized edges for comfortable grip, tablet support capability, video transmitter built in the controller, built-in Lipo battery and camera controls plus the “PAF” mode switch neatly tucked on the side for unintended operation._Before even using the P3-A, you have to update all of the firmware and calibrate the GPS. Once you’re done, you are ready to fly. I also liked the fact that all of the aircraft and remote controller settings can be accessed directly from the tablet/mobile device as opposed to its predecessor where it has to be connected to the computer - very smart move DJI._Flying the aircraft itself is pretty fun. It seems very stable in the air. I took videos with probably 10-20 mph wind gusts and it was pretty stable. You could not tell whether the wind was blowing or not. I also like the indoor vision positioning sensors. I plan on capitalizing on this feature, but yet to do so. I’ve been flying outdoors to make sure I get all the practice and not crash this thing. You also have the ability to select preset modes or customize the controls yourself. This is great and make flying become second nature so that I can focus on the camera._The camera, which includes stills and video is awesome. The quality is just superb. It helps a great deal with the camera controls built right into the controller. Gimbal control on the left, video and stills on the left and right plus two additional customizable buttons under the controller. With a few video techniques, you are a pro in no time at all. I also love the built-in director app to quickly edit and compile your videos and watch or send them. It’s very intuitive. Using this thing under sunlight can be an extreme killer so I’ve ordered a sunshade. I’ll see how that works out. I also like the fact that you can use either a tablet or phone. I’d recommend a tablet for the experience, unless you are in a jam and have no other option. You’ll probably need a lanyard as the controller with the tablet will have some weight and after prolonged use, your muscles will start to twitch. The built in Lipo battery is also another great feature. I pretty much used this thing about 3-4 times within a week and the battery indicator did not go below 75% which is solid. I’m waiting on the extra battery for the aircraft and do another round of testing. I also like the indicator for the remote controller battery over its predecessor in which I always have extra 4-set of AA batteries._Honestly, I have absolutely no complains using the P3-A. It’s a great aircraft to fly and I encourage all of you to constantly review FAA guidelines before flying. It may always seem trivial flying until something goes wrong. I believe DJI has done its best to update the firmware with geofencing as I noticed that I cannot fly in areas I used to fly with the P2 Vision, and that’s a very good thing. Don’t go disabling the GPS [unless you have a license or permission] to make life difficult for the rest of us plus you could lose your bird. Even with the P3-A, I’ve lost signal and I just don’t know what I’d do without the peace of mind knowing that the RTH function works for failsafe conditions. Happy flying folks and fly safe!_Update on 11/10/2015_So I've flown this bird now for over 5 months and I must say that I've matured a lot in flying and using the functions or the quadcopter. DJI has also made updates and improvements and it had gotten even better. In no particular order, here goes._1. Feature added for RTH function to come back to remote controller instead of last take-off point._2. Compass calibration and flight altitude resolved_3. All-in-one firmware feature added. This is helpful instead of managing separate files and methods. Update P3-A on SD card and for remote controller, follow on-screen directions on tablet and update. It's that simple. Nice!_4. Ability to downgrade aircraft firmware and hopefully remote as well. It could come in handy._5. I don't like the built-in video editor due to the time limitation and a bunch of stuff. I'vbe seen some upgrades but for a freeware editor, just use GoPro Studio._6. DJI Pilot -> DJI GO. I guess unification is key here._7. Updates to the navigation modes to add 'follow me', 'points-of-interest' including waypoints._There are other updates I believe but I love this thing even more. Great aircraft to fly all over and flying is never as trivial as it seems to be. Practice a lot and be skillful with depth perception as you may think you are clear when in fact you are not. I also limited my distance to 1000ft. I am yet to try and max range and I'll wait until I get a clear line-of-sight to come to that conclusion."
Review 20,I purchased this TV about 2 weeks ago and I can't say enough good things about it. The picture is so clear that it makes you wonder how you lived with 1080p beforehand. But I will warn you it takes some time of working through all of its features before you get this picture. Out of the box it looks good but give yourself an hour or so and you will not believe the difference.__If you have a Xbox One or PS4 you will see a drastic difference as well. I play Destiny on Xbox One and it looks amazing. One thing you will have to do with FPS or action games is switch over to game mode every time. Without this switch you will notice a substantial lag that will make for a not so pleasant gaming experience. Once you switch over to game mode though it looks amazing. The vivid picture does change a little bit but im sure it is to account for the refresh speeds.__I did an awful lot of research before buying a TV in this price range and through all my reading I saw that Hight Dynamic Range (HDR) was extremely important to future proof your investment and this TV has it. The other model I looked very closely at was the new Sony model in the same 55 inch set. Both had amazing picture but the HDR coupled with the slightly better picture in my opinion I chose this model.__I know many people say there isn't much 4K content out right now and that is fairly true. But I have watched a fair number or blu rays the past two weeks and they look stunning. I turned on the UHD upscale and it creates a far better picture than my prior 50 inch LED 1080p TV. One that was particularly amazing was Lucy. The colors are so vibrant its hard to look away.__I hope this helps people looking at this TV and I am happy to answer any questions you might have as it is a big investment for most and the technology can sometimes feel intimidating to some. 
